description,homeTown,id,imgId,isVerified,memberSince,name,numFollowers,numStatus
Dedicated to protecting & restoring the world’s oceans on a global scale. #StandForOceans,Global,29221344,1015194947929104384,True,Mon Apr 06 15:23:41 +0000 2009,Oceana,303199,35393
"The best videos from the network. Videos of humor, unusual, animals, sports, games, music...",,1849123674,1016244543094738944,False,Mon Sep 09 19:14:10 +0000 2013,videospremiumen,5358,70877
GNOTHI SEAUTON~TATHAGATA~ADSIZ ÖYLECELİK~danaparamita~ubuntu~dhyana~panta rhei~bodhicitta~vu wei~tun wu,planet,3000395033,1012498966330691584,False,Mon Jan 26 21:39:55 +0000 2015,A. Hakan Eğilmez,1093,119084
,"Palmdale, CA",2279751403,904005658676264960,False,Mon Jan 06 23:56:21 +0000 2014,inu_spike,4,93
Dutch and Filipino team🇳🇱🇵🇭. Living as locals since 2005 and 2007🏖️🌅. Provides close-to-reality tiPs and plans for tour especially to Foreign travelers🛵.,Republic of the Philippines,788324644319133696,1016215598768902145,False,Tue Oct 18 10:23:36 +0000 2016,Travel in Palawan -tiP,16021,15123
Book a dive with Ragged Tooth Sharks,South Africa,737911748116815872,1016193096965447680,False,Wed Jun 01 07:40:45 +0000 2016,Raggy Charters,57,5493
love to travel and any outdoor activity.l also love cooking food!,"Northern Mindanao, Republic of",1015559513930252288,1016176278150397952,False,Sat Jul 07 11:33:51 +0000 2018,🌈 Angela Oclarit,1,3
,"California, USA",435118642,1008174773426323456,False,Mon Dec 12 18:01:27 +0000 2011,Oscar Armando Gnzlz,263,10578
"I'm a Wife, a Christian, Insomniac, Survivor, Optimist, Take Care of Special Needs Pets, Stay at Home Doggy Mom, Volunteer and Have a Degree in Business","Cameron Park, CA",3199544534,444064122699665408,False,Sun May 17 08:47:34 +0000 2015,JoAnn Larsen,55,6131
Current profession:  adolescent psychologist.  Aspiration:  Gettysburg park ranger!,Central PA,1426934317,444064122699665408,False,Tue May 14 03:22:16 +0000 2013,Rose Huntzinger,51,2407
I'm a Christian & @ImMatthew_Davis aka @ErnestoRiley is my favorite actor. Matt saved my life. Psalm 94:19. Waiting for #Legacies on Thursday October 25th!,Cov23 Days San Fran 33!!!!!!!!,76155412,444064122699665408,False,Mon Sep 21 21:50:02 +0000 2009,Alaric Davis - #Legacies,268,109713
,,3427430770,444064122699665408,False,Mon Aug 17 04:52:15 +0000 2015,Sarah Klopp,1025,145912
"Local Miami News and USA updates from A - Z, that's what you get from us.",Miami,71997821,1016151203829305345,False,Sun Sep 06 08:36:51 +0000 2009,Miami Informer,445,50967
Retired and loving it!!!,"Florida, USA",16593758,1015146156681318400,False,Sat Oct 04 18:23:44 +0000 2008,nancelarson,12389,261651
"新潟ちほーに住む高校2年生 ペンギンが好きで、けもフレにハマってからはぺパプが大好きになりました。 皆大好きですが、一番推しはフルル～！！
家ではヨツユビハリネズミ、ウサギ(ネザーランドドワーフ)を飼っています。けもフレ以外の数々のげーむが大好きです。
無言フォロー失礼します🙇
8月13日那須どうぶつ王国!タノシミ",新潟ちほーの田舎エリア,958290020254679040,1009381657063772162,False,Tue Jan 30 10:45:19 +0000 2018,けい 8月13、14日那須どうぶつ王国！！！！ペンペン🐧,359,5820
Official account of @WildlifeDirect court survey project. We support activities that strengthen our response to wildlife & environment crimes.,"Nairobi, Kenya",981851917419675648,1013780746039939077,False,Thu Apr 05 11:11:53 +0000 2018,Eyes in the Courtroom,111,131
,かんとーちほー,3039895676,1009381657063772162,False,Tue Feb 24 16:11:58 +0000 2015,ラグタイム,453,74187
ぴゅあぴゅあ侍 #YAMAHAが美しい,アナルファ。ク,107856605,1016231878049710080,False,Sun Jan 24 00:28:54 +0000 2010,ジュニオール黒豆,115,21326
PS4/GTAV/followed by @RockstarGames / GTA Comical Photographer / 即ブロ推し(*´-`) / ☕️ header by @Lu_IggyO_o / RT多目/ 通知オフ推奨 / #AWOL #FSAT クルー所属 / GTAスナップ隠居勢,JAPAN 🇯🇵,4141130834,1014160051622166530,False,Fri Nov 06 01:57:22 +0000 2015,B B  🐓,4323,113411
Writer/Author of Sci-Fi and twisted Fantasies with many more to come.,United States,548768664,520283657504690176,False,Sun Apr 08 20:10:58 +0000 2012,F.D. Stewart,5777,49630
Sexiest camgirls on LIVE #naked #cumshot #dating #camgirls #addme #lingerie #dm #bj #rt #kik #nude #snapcode #boobs #pornhub #snapaddme #dildo,United States,946086053399511040,1008687398161670146,False,Wed Dec 27 18:31:07 +0000 2017,Teens Cam Girls (+18),187,10843
♡,그 바다,2324861556,1016241554543951873,False,Mon Feb 03 05:05:47 +0000 2014,치킨타올*:.｡..,37,18750
♡,그 바다,2324861556,1015647726120255488,False,Mon Feb 03 05:05:47 +0000 2014,치킨타올*:.｡..,37,18750
♡,그 바다,2324861556,1015260332061650945,False,Mon Feb 03 05:05:47 +0000 2014,치킨타올*:.｡..,37,18750
♡,그 바다,2324861556,1016198066129403904,False,Mon Feb 03 05:05:47 +0000 2014,치킨타올*:.｡..,37,18750
♡,그 바다,2324861556,1016213256501727232,False,Mon Feb 03 05:05:47 +0000 2014,치킨타올*:.｡..,37,18750
☆#retweetandfollow ☆#sexvideo ☆#sex ☆#porn ☆#xxx ☆#xxxvideo ☆#hdporn ☆#pornvideo ☆#vixen ☆#brazzers ☆#nubiles ☆#anal ☆#threesome ☆#blowjob,Germany ,946230952061231105,1016163688057798656,False,Thu Dec 28 04:06:53 +0000 2017,Olivia Bailey,0,72
"If you like me you should follow me and I will do the same to u 
I love u South Africa","Jagersfontein, South Africa",1006910951839424512,830476761297203200,False,Wed Jun 13 14:47:33 +0000 2018,#Princess Portia,124,391
"If you like me you should follow me and I will do the same to u 
I love u South Africa","Jagersfontein, South Africa",1006910951839424512,982867013155475456,False,Wed Jun 13 14:47:33 +0000 2018,#Princess Portia,124,391
♡,그 바다,2324861556,1016213427117649920,False,Mon Feb 03 05:05:47 +0000 2014,치킨타올*:.｡..,37,18750
♡,그 바다,2324861556,1016225515684806656,False,Mon Feb 03 05:05:47 +0000 2014,치킨타올*:.｡..,37,18750
♡,그 바다,2324861556,1015941151063359488,False,Mon Feb 03 05:05:47 +0000 2014,치킨타올*:.｡..,37,18750
👽DC COMICS🗽🇺🇸SEINFELD🥊👓👊🏻🐉Dragón Ball SÚPER🐲🤼‍♂️WWE💪🏻🥊🗽🇺🇸🥚🏆READY PLAYER ONE 🏆🥚🎮🕹💎DOOM 💀👹☠️🧟‍♀️👾🧟‍♂️🎮🕹🗽🇺🇸,"San Luis Río Colorado, Sonora",823363477196546049,1002651999383556096,False,Mon Jan 23 02:55:25 +0000 2017,Jose Vicente Fuentes,1405,3442
"キャバリアと温泉・お風呂とチーターこそ至高です（本アカウントにおける発言は、所属するいかなる組織の見解とも無関係です）。アメリカ留学なう。
※RTは必ずしも賛同を意味するものではありません。",,181205812,1015863440492015616,False,Sat Aug 21 15:42:29 +0000 2010,キャバリア狂,1534,76660
Sexiest camgirls on LIVE #kik #cumtribute #cumslut #teen #pussy #horny #kikme #sext #webcamsex #cam4 #cammodel #sexchat #camgirls #camgirl #camsex,Germany ,946100689859518465,1008687875930705920,False,Wed Dec 27 19:29:16 +0000 2017,Pussy Girls (+18),119,11176
,Latvija-Rīga,2354563143,1016233585676832768,False,Thu Feb 20 14:27:29 +0000 2014,joaigars,161,26478
24-hour tech news from around the world,"New York, USA",1153769101,1016235788722270208,False,Wed Feb 06 11:35:17 +0000 2013,World Tech News,28942,83049
Le magazine des objets connectés et innovants n°1 en France #IoT #InternetOfThings #FrenchTech Paris - 400 000 lecteurs / mois - #innovation,France,2190256135,1016234501373034496,False,Tue Nov 12 12:31:19 +0000 2013,OBJET CONNECTE.NET,11500,10462
За мат и оскорбления в комментариях - бан. Наше ВИДЕО: https://t.co/kLdBg2s639 Помощь проекту: https://t.co/4TvK2C8zmf,,4635054562,1016233585676832768,False,Mon Dec 28 18:39:31 +0000 2015,SobiNews.Com,28550,35020
The Fundamental Job of Design is to Envision the Future and Accelerate the Rate of Adoption. #DesignThinking #FashionTech #Wearables #IoT,"London, England",4763601676,1016233515896037376,False,Sun Jan 10 10:55:57 +0000 2016,WearableDesign,2279,5788
대감님 인생 좆창났습니다,,998393837432127488,1016000967043526656,False,Mon May 21 02:43:34 +0000 2018,이사람은 갑자기 최애 스킨이 떳습니다,34,1168
"multifandom, tapi lebih ke smstan💖",,714726571391729664,1016178269312303104,False,Tue Mar 29 08:11:08 +0000 2016,Ra,6,28360
ゲーム専用垢 pso2 3鯖 チームマネージャー「ルナティック★パーティー 」好きな物「アーティスト:B'z」「スポーツ:サッカー、スノボー」「食べ物:ラーメン」社会人だからあんま遅くまで出来ない！,ど田舎,894582423593271296,1015811624039473152,False,Mon Aug 07 15:34:05 +0000 2017,チーターマン@Bo狂,110,3181
